Site_Name,Latitude,Longitude,C14_date,Std_dev,Lab_Code,Material_Dated,Reference,cal_curve,Orginal_Compiler,Notes
SITIO ARQUEOLÓGICO PANTEONPATA,-12.64073869,-74.66633143,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PATANWAIRI,-12.60947835,-74.67426255,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO POTRERO,-12.66601116,-74.65748532,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL PUQUIOPATA,-12.70573163,-74.64716229,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QALLPAPATA,-12.64457786,-74.67035977,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO RUNAWAÑUSCA,-12.6336039,-74.65917677,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUPAQPATA,-12.63921576,-74.66335912,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL SACSALLA,-12.67607773,-74.66611972,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN,-12.66689008,-74.65187569,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SEQSAPAMPA SEQSES,-12.67038881,-74.64441132,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SILLAQAQA,-12.64936304,-74.66434036,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SOITURUMI VIZCACHACUCHO,-12.67783383,-74.65338964,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TANQARQASA,-12.64917003,-74.65482807,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UCHUY SACSALLA,-12.66555216,-74.66631761,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UCHUY TAMBRAICO,-12.70007572,-74.65083586,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WANKARUMI,-12.69117193,-74.64652844,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANAMACHAY,-12.64945876,-74.66856702,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ALALAJMACHAY,-12.67859327,-74.6330628,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ALJACOCHA,-12.66669302,-74.66749491,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AMORSICO,-12.63528454,-74.65814323,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANAHUAYJO,-12.68845419,-74.64285738,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUÑUNAPAMPA,-12.66966917,-74.66834753,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GENTILRUMI ORJO,-12.63933206,-74.66958379,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUASIPATA,-12.70095081,-74.65618598,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL TAMBILLO,-13.57299502,-71.02610303,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL K´ANAMARKA,-14.76091042,-71.33611366,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL HATUN PUKARA SAUSAYA,-14.44172817,-71.46812536,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MUSULLANE,-14.8227641,-71.35440871,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TUCSUMAYO,-14.76357554,-71.41939217,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SILLKINCHANI,-13.55371929,-71.86117673,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAUK´ALLAQTA,-14.59767789,-71.97881027,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAUK´A LIVITAKA,-14.30173029,-71.71726066,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL URQO,-13.32104314,-71.98350087,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CH´IÑISIRI,-14.25251045,-71.67355611,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL WAMANMARKA,-14.40600018,-72.07397121,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TARUCAMARCA,-14.91474059,-71.87456829,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAUCA I,-14.71723953,-71.48672258,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAUCA II,-14.71398024,-71.48990638,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA ANA I,-14.62910763,-71.61432479,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA ANA II,-14.63187458,-71.61246497,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LARAPA,-13.53313224,-71.89884211,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PATAPATA,-13.54032819,-71.87783731,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YURAJMARCA,-10.09443334,-76.19695,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO KIMSAPUNKU,-9.840166528,-76.20926866,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LAJERIA,-9.60079536,-76.03002535,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOMA CUCHO,-9.896247508,-76.01888466,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOMAS,-10.15567018,-76.10806641,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ATAHUAYUN,-10.19293217,-76.23521237,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OROYA,-9.926527982,-76.02954031,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PASHGO,-9.772560613,-76.23753917,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCUMARCA,-9.800346735,-76.0877011,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUMPUY,-9.806242088,-76.00896195,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RETAMAPUNTA,-9.773023355,-76.08330003,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA RITA ALTA,-9.567862059,-75.8987667,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SILLA MARCA,-9.872781395,-75.93095337,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SITIO 8 CRUCES,-9.866612484,-76.02491256,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TACTA,-9.775568786,-76.09607166,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TRES HUANCAS Y SAPORUMI 1,-9.920878867,-76.00774196,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TRES HUANCAS Y SAPORUMI 2,-9.92619545,-76.00803185,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNU URAMBIZA,-10.1761998,-76.12331667,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ACHASGOTO,-9.853281295,-76.09170398,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAPILLA,-9.846301902,-76.20804178,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAPILLAYOG,-9.766703369,-76.07722623,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHINCHAO 1,-9.658372804,-76.06915159,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHINCHAO 2,-9.659287467,-76.06873525,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHINCHUPAMPA,-9.797737567,-75.9918317,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANCOMARCA,-9.981395772,-76.06329218,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA LEON PUÑUNAN,-10.20602554,-76.24001866,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GONGAPATA 1,-9.984556084,-76.03317966,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GONGAPATA 2,-9.984494466,-76.02971287,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOYAR PUNTA,-9.860683791,-75.99957007,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACAR 1,-10.15818491,-76.24158625,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACAR 2,-10.15818795,-76.24792944,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACHIPA 1,-9.523926102,-75.95377845,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACHIPA 2,-9.52377403,-75.95316764,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUANCARUMI,-10.16740037,-76.1076048,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUARAZ,-9.466531381,-75.94513029,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ICHU,-9.903094366,-75.9789764,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL HUANACAURE,-9.779427264,-75.83976509,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCLUTUPI,-10.63658602,-75.84881747,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUEBRADA HONDA I,-10.63556774,-75.86406322,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUEBRADA HONDA II,-10.63585753,-75.86391777,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ROSAS PATA,-10.63689026,-75.85666204,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALONES DE CUNSHA,-10.63858884,-75.90237611,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL CUNSHA,-10.63839163,-75.90177217,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO INTIMACHAY,-10.47320939,-76.16849031,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LLAMAMACHAY,-10.48986262,-76.14950268,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARKA PUNTA,-10.41890689,-76.19593781,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MISAHAGAGA,-10.48967168,-76.16716325,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MURUNHUAYRA,-10.47762798,-76.18646884,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BRUJA MACHAY,-10.4634552,-76.18489839,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WAWIN CHUCO,-10.47422002,-76.17888197,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO WAWIN PUNTA,-10.47840673,-76.17643099,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CHICCHE MACHAY 1,-10.4611964,-76.18440563,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHICCHE MACHAY 2,-10.46083393,-76.18461438,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANCA MACHAY,-10.46171842,-76.18506539,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHURCAPACOG,-10.48276394,-76.15207126,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GALAG MARKA,-10.42984866,-76.18613217,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO INCA MACHAY,-10.43525307,-76.14228585,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO IZCUPATA,-9.978217963,-76.20779508,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LETRA MACHAY,-9.854580979,-75.90277828,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACO,-9.914710046,-75.89325579,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PLAZA PUNTA,-10.03010223,-75.94354334,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUNTIN,-9.885411496,-75.97691764,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SILLA,-9.89211152,-75.94888354,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VILCAR KOTOSH O HUANCA CHUPACHU II,-9.978014644,-76.24585989,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ACHASGOTO,-9.853404829,-76.09265275,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZ PUNTA HUARICHACA,-9.966979533,-76.06660235,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GLORIA PATA,-9.825700644,-75.85203675,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOCHACALLA,-9.854741939,-75.91019275,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO HUARICHACA,-9.944243858,-76.02947714,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ICHU YANUNA,-9.900155422,-75.98202304,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARCAJANANDA,-9.956444056,-76.03504319,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUENTE PREHISPANICO,-9.820420467,-76.06270126,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN CRISTOBAL,-9.805347549,-76.07637518,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SISWA,-9.953343338,-76.03760576,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNO COCHATO,-9.930200431,-76.04676331,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CANCHAY,-9.891762302,-76.00678669,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CEMENTERIO SAN FELIX,-9.869227501,-75.9942153,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOYLLAR PUNTA,-9.860819116,-75.99967991,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TICLAN 1,-11.28738439,-75.78211612,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TICLAN 2,-11.27675289,-75.7945564,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA FLORIDA,-10.64322874,-75.77714309,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO MARAYCHACRA,-10.64457184,-75.824878,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAYAN,-10.68109602,-75.73500581,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOLLEMARKA,-10.76210136,-75.81699215,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO MONOLITO OCHO BATANES,-10.64794653,-75.77830698,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUQUIMARKA,-10.74800518,-75.70131978,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MURO AISLADO Y TERRAZAS DE CRUZ RUMI,-10.64795888,-75.8091441,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUQUIWILLKA,-10.76964647,-75.84289539,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYANCOCHA,-10.68172925,-75.74257811,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BAJO PERU,-10.68399842,-75.73139195,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BALDEON PATA,-10.77262344,-75.81862105,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PETROGLIFO DE TINSHGO,-10.64820082,-75.87397234,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BOTADERO,-10.68463206,-75.74643459,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PINTURA RUPESTRE DE LLIULLA,-10.75286005,-75.8027644,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PINTURA RUPESTRE GATO MACHAY,-10.64214068,-75.79985863,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PINTURA RUPESTRE PUMAPANGA I,-10.64417477,-75.80365794,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PINTURA RUPESTRE PUMAPANGA II,-10.64417595,-75.80320083,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUMAPANGA,-10.64372301,-75.80350134,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RANYAC,-10.70488407,-75.89297978,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO REPARO DE CRUZ RUMI,-10.6469668,-75.80809926,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SACRAMENTO BAJO,-10.67031613,-75.8358731,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA CRUZ,-10.76999758,-75.78492932,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ABRIGO ROCOSO DE LA FLORIDA,-10.64671416,-75.80787918,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SONDOR MARKA,-10.79758469,-75.82812802,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TERRAZAS HUALLPA HUAY,-10.64679761,-75.86473479,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANU LOMA,-10.77223921,-75.82709836,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALES DE SONDOR MARKA,-10.80042986,-75.82941637,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALON Y TERRAZAS AL LADO SUR DE PAUCAR,-10.74486141,-75.81140377,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALONES DE AUQUIWILLKA,-10.77250122,-75.83729685,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALONES DE PAUCAR,-10.74407175,-75.80904221,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZ RUMI,-10.64698274,-75.80893125,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANTACANCHAN,-10.78724543,-76.02815474,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JUBAMARCA,-11.45434147,-75.80024631,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ARROBA,-11.44234533,-75.78548129,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAUSOLEO MARCA,-11.43209717,-75.75897969,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO AUQUIPUQUIO,-11.44980838,-75.79455907,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALHUARNIYOC,-11.49423088,-75.78652322,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAROWILCAMARCA,-11.49149656,-75.81410374,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUINCHE,-11.43722645,-75.76865522,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHULGAMARCA,-11.46461996,-75.80473987,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNULOMA,-11.4327935,-75.75547069,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASAMACHAY,-11.44030164,-75.78547565,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANCASHMARCA,-11.44793474,-75.80840537,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONDORHUAIN 1,-11.45848856,-75.84959699,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONDORHUAIN 2,-11.4560805,-75.85671277,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA DE LEON,-11.44763019,-75.79745897,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL HUACAMARCA,-11.43108493,-75.80944839,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAYARICOJ,-11.43034741,-75.76417252,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCAHUAIN,-11.51752631,-75.82855606,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAGARPO,-11.27152707,-75.78593908,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO GRUTA GUAGAPO,-11.27142799,-75.78920027,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLACTA CCOLLOY HUANCALLPI O LLACTA QOLLOY HUANCALLPI,-12.58425328,-75.22991995,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TINYAWARCO O TINYA WARKUNA,-12.47090274,-75.25831898,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VIÑAS ORCCO O VIÑAJ ORCCO,-12.59422801,-75.21849418,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLACCTACANCHA,-12.33238479,-75.23786797,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHACAPAMPA,-12.35227213,-75.2462655,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLIPLLIMACHAY,-12.16952398,-75.29672481,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PEQUEÑA IGLESIA MACHAY,-12.134784,-75.27542829,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CALICAL HUAYCO,-12.18498865,-75.30423377,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUNUMASANA,-12.15027546,-75.292595,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUALTO CRUZ,-12.23414043,-75.34077194,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCACRUZ,-12.17478515,-75.29853229,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO KASHA KASHA,-8.937761979,-77.37129303,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO KUNCASHJIRKA,-8.933068008,-77.35622956,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUQUINJIRKA O RAYOGAGA,-8.906553326,-77.43722504,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OKSHAJIRKA,-8.934070802,-77.38034895,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRURUJIRKA,-8.943379374,-77.3859992,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUNTANJIRKA,-8.928504614,-77.39983527,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAURIJIRKA O TAULLIJIRKA,-8.928433572,-77.35734498,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UCHUKGAGA,-8.861109277,-77.43375343,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GARWAY,-8.900598388,-77.41633833,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GAYPASH,-8.930160035,-77.35588367,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO LA HACIENDA,-8.900088916,-77.37048635,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASCA,-8.869731385,-77.40297794,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASCA 1,-8.872336974,-77.40114111,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZ HIRCA – CUNCASH,-8.932940676,-77.35635598,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL KINSAJIRCA,-8.887984457,-77.31924334,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ASHUAC,-8.860854595,-77.35356839,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL MARCAJIRCA,-8.898531872,-77.267896,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARCAJIRCA DE PUMPA,-8.895274907,-77.21435227,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL MARCAJIRCA I,-8.880019815,-77.32103809,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL MARCAJIRCA II,-8.877026164,-77.31409432,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MINAJIRCA,-8.87783866,-77.22206362,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYARMARCA,-8.929904983,-77.24543854,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALTA RUMI,-8.893848419,-77.25625193,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PASHTAJIRCA,-8.907202904,-77.23601075,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRCA PIRCA,-8.870302545,-77.23080658,NA,NA,NA,NA,SIGDA,,Sales,
